Brand,Material,Size,Compartments,Laptop Compartment,Waterproof,Style,Color,Weight Capacity (kg),Price
Under Armour,Polyester,Small,7,Yes,Yes,Tote,Pink,18.34063652,122.4525047
Under Armour,Nylon,Small,4,Yes,Yes,Messenger,Red,11.62263441,101.991151
Under Armour,Canvas,Large,10,No,Yes,Tote,Green,29.78439632,81.52979742
Under Armour,Leather,Large,6,No,No,Backpack,Pink,30,124.9848118
Under Armour,Leather,Large,2,Yes,Yes,Backpack,Black,18.9946699,78.59717261
Under Armour,Canvas,Large,5,Yes,No,Messenger,Pink,23.95762812,32.43235279
Under Armour,Canvas,Medium,7,Yes,Yes,Backpack,Pink,28.92058634,23.95452267
Under Armour,Nylon,Small,4,No,Yes,Backpack,Gray,23.31308133,142.3135955
Under Armour,Leather,Large,5,No,No,Backpack,Black,27.2499203,77.40301378
Under Armour,Leather,Large,8,No,No,Messenger,Red,28.15385404,132.3686278
Under Armour,Leather,Large,4,No,No,Backpack,Blue,26.62076854,87.42851825
Under Armour,Leather,Medium,6,Yes,Yes,Tote,Blue,12.14781538,35.20229964
Under Armour,Canvas,Large,8,Yes,No,Tote,Blue,15.0903907,93.24122237
Under Armour,Polyester,Medium,9,Yes,Yes,Messenger,Green,13.66950545,59.82842989
Under Armour,Nylon,Small,4,No,Yes,Messenger,Pink,7.708779588,123.204473
Under Armour,Nylon,Large,9,Yes,No,Backpack,Red,23.46581542,83.63698862
Under Armour,Polyester,Large,4,No,No,Backpack,Red,13.83329045,78.34701665
Under Armour,Polyester,Medium,1,Yes,Yes,Backpack,Black,23.38021688,73.05704468
Under Armour,Leather,Medium,8,No,Yes,Messenger,Blue,15.9664357,67.76707271
Under Armour,Leather,Small,8,Yes,Yes,Messenger,Black,20.62317502,41.52542091
Under Armour,Polyester,Small,4,No,Yes,Messenger,Black,24.34285608,96.51585273
Under Armour,Leather,Large,9,Yes,Yes,Messenger,Gray,12.99645755,16.09271477
Under Armour,Nylon,Large,9,No,Yes,Backpack,Black,25.38852887,137.1237507
Under Armour,Nylon,Large,10,No,No,Messenger,Blue,30,53.39525951
Under Armour,Nylon,Medium,10,Yes,No,Messenger,Blue,15.76590553,106.7390141
Under Armour,Leather,Small,7,No,Yes,Messenger,Green,23.45445281,42.1510459
Under Armour,Leather,Medium,3,Yes,No,Backpack,Pink,18.91526215,62.42972419
Under Armour,Polyester,Medium,5,No,Yes,Tote,Pink,24.00583087,140.9204498
Under Armour,Canvas,Small,4,Yes,No,Messenger,Pink,5.192050217,118.2607625
Under Armour,Polyester,Medium,2,Yes,No,Backpack,Black,26.28327457,131.1662565
Under Armour,Nylon,Large,2,No,Yes,Messenger,Red,20.16567355,60.60273982
Under Armour,Nylon,Medium,6,Yes,Yes,Messenger,Black,21.41554441,94.80700274
Under Armour,Polyester,Large,5,Yes,No,Tote,Black,10.06339109,78.25701892
Under Armour,Canvas,Large,1,No,No,Backpack,Gray,5.470340995,60.78230083
Under Armour,Canvas,Large,9,No,No,Tote,Blue,12.29981277,150
Under Armour,Leather,Large,3,No,Yes,Messenger,Red,10.21536046,136.8201119
Under Armour,Leather,Large,2,No,No,Messenger,Red,18.79376695,31.4667873
Under Armour,Canvas,Small,6,Yes,Yes,Tote,Blue,22.29237327,87.84227432
Under Armour,Polyester,Medium,7,Yes,No,Messenger,Green,25.7909796,134.5938245
Under Armour,Nylon,Medium,5,No,No,Messenger,Pink,9.636252179,127.1501285
Under Armour,Nylon,Small,2,No,No,Messenger,Red,11.80648672,102.0532837
Under Armour,Leather,Small,2,No,Yes,Messenger,Red,13.43130873,76.95643884
Under Armour,Nylon,Small,2,No,No,Messenger,Green,23.80383658,117.0972289
Under Armour,Nylon,Large,10,No,No,Backpack,Black,17.71029561,129.7076662
Under Armour,Leather,Small,9,No,Yes,Tote,Pink,24.57512589,28.50149259
Under Armour,Polyester,Medium,5,No,No,Backpack,Pink,8.77581813,69.24493588
Under Armour,Leather,Medium,7,No,No,Messenger,Green,8.01165701,22.21192814
Under Armour,Leather,Large,9,Yes,No,Tote,Green,7.556903998,150
Under Armour,Leather,Small,10,Yes,No,Tote,Red,11.98371791,98.45237236
Under Armour,Canvas,Large,4,No,Yes,Messenger,Red,16.41053183,97.04339685
Under Armour,Canvas,Large,2,No,No,Messenger,Red,23.15633284,124.9363033
Under Armour,Polyester,Large,2,No,Yes,Tote,Blue,17.47865006,121.245506
Under Armour,Polyester,Small,4,No,Yes,Backpack,Blue,29.62139139,59.8824808
Under Armour,Canvas,Small,6,No,No,Tote,Blue,17.87552693,106.7406656
Under Armour,Nylon,Medium,1,No,Yes,Backpack,Red,27.86773439,91.64137417
Under Armour,Nylon,Medium,6,Yes,No,Messenger,Gray,29.25097396,111.9927978
Under Armour,Canvas,Small,4,No,No,Messenger,Gray,15.22393959,25.89988435
Under Armour,Canvas,Large,6,No,Yes,Backpack,Red,18.03512603,80.73092091
Under Armour,Leather,Medium,7,Yes,Yes,Tote,Blue,21.9153361,134.3777206
Under Armour,Polyester,Small,7,No,Yes,Tote,Pink,30,83.71666476
Under Armour,Leather,Small,5,Yes,No,Tote,Blue,23.15100037,94.04865459
Under Armour,Polyester,Large,4,No,No,Backpack,Black,16.30200075,138.8831341
Under Armour,Nylon,Medium,3,Yes,No,Messenger,Green,23.57268819,137.6637198
Under Armour,Nylon,Medium,5,Yes,Yes,Messenger,Black,19.17354148,112.5721625
Under Armour,Leather,Large,7,Yes,Yes,Backpack,Red,13.68072827,82.49410931
Under Armour,Polyester,Large,2,No,Yes,Messenger,Green,8.187915071,111.9884199
Under Armour,Leather,Large,10,Yes,No,Messenger,Pink,12.52119681,104.5545174
Under Armour,Canvas,Medium,9,Yes,Yes,Tote,Blue,19.48449806,69.54892046
Under Armour,Leather,Medium,1,No,Yes,Messenger,Gray,15.51535593,75.21930908
Under Armour,Polyester,Medium,4,Yes,No,Backpack,Pink,6.435620249,44.20846777
Under Armour,Nylon,Medium,5,Yes,Yes,Tote,Green,17.50698769,150
Under Armour,Polyester,Medium,3,Yes,Yes,Tote,Red,24.8286006,150
Under Armour,Canvas,Medium,5,No,No,Tote,Green,7.433905149,55.51968693
Under Armour,Leather,Medium,6,Yes,No,Backpack,Red,23.3176949,15.42455832
Under Armour,Leather,Small,5,No,No,Messenger,Red,7.649985176,112.7616711
Under Armour,Nylon,Small,1,Yes,Yes,Messenger,Pink,12.98778231,138.073275
Under Armour,Polyester,Large,7,No,Yes,Tote,Green,21.7902576,79.62015324
Under Armour,Canvas,Small,3,No,Yes,Tote,Gray,29.45975428,23.63637981
Under Armour,Polyester,Large,5,No,No,Tote,Green,9.393350225,22.68814372
Under Armour,Polyester,Small,3,No,Yes,Messenger,Black,8.377638466,110.4456711
Under Armour,Polyester,Large,3,No,Yes,Tote,Red,28.84569436,61.25870974
Under Armour,Nylon,Small,2,Yes,No,Backpack,Gray,9.933865387,146.1580635
Under Armour,Leather,Medium,2,Yes,No,Tote,Red,7.861941187,45.04287285
Under Armour,Nylon,Small,8,No,Yes,Backpack,Blue,30,150
Under Armour,Polyester,Medium,2,Yes,Yes,Tote,Red,14.04949388,38.7620117
Under Armour,Canvas,Medium,4,Yes,Yes,Backpack,Red,17.71859849,102.5795796
Under Armour,Polyester,Small,8,Yes,Yes,Tote,Pink,26.08028254,99.37971889
Under Armour,Canvas,Medium,7,No,Yes,Tote,Pink,21.32927494,134.4265137
Under Armour,Leather,Large,1,No,No,Backpack,Pink,11.87456589,125.6344561
Under Armour,Polyester,Large,7,Yes,Yes,Tote,Pink,25.51783366,106.0376707
Under Armour,Leather,Small,2,No,Yes,Backpack,Red,24.53537593,111.6727559
Under Armour,Nylon,Medium,10,No,No,Backpack,Blue,23.55291819,31.21479457
Under Armour,Canvas,Large,1,No,No,Tote,Black,23.39530455,90.67583112
Under Armour,Canvas,Large,2,No,Yes,Messenger,Black,15.44142982,101.5248263
Under Armour,Canvas,Large,2,Yes,No,Messenger,Black,24.7964182,142.8514842
Under Armour,Nylon,Large,2,No,No,Tote,Black,6.811583422,60.98383321
Under Armour,Canvas,Small,3,Yes,Yes,Messenger,Pink,24.89335269,149.2509265
Under Armour,Nylon,Large,7,Yes,Yes,Tote,Blue,16.60714189,82.03596051
Under Armour,Nylon,Large,6,No,No,Messenger,Blue,13.8124536,33.83381547
Under Armour,Canvas,Large,4,No,Yes,Messenger,Pink,14.61090661,29.47638971
Under Armour,Leather,Large,1,No,No,Tote,Black,15.41802209,25.11896396
Under Armour,Polyester,Small,10,Yes,No,Backpack,Green,9.356311115,79.92097522
Under Armour,Leather,Small,7,Yes,Yes,Tote,Black,5.614458664,104.8085178
Under Armour,Canvas,Large,3,Yes,No,Messenger,Blue,16.17059864,44.12552798
Under Armour,Canvas,Large,9,Yes,Yes,Tote,Gray,19.1222683,20.98720419
Under Armour,Leather,Small,10,No,Yes,Backpack,Red,22.07393795,150
Under Armour,Leather,Medium,1,No,Yes,Messenger,Pink,16.56917992,99.6315729
Under Armour,Leather,Medium,8,Yes,Yes,Messenger,Black,15.22486765,116.6079724
Under Armour,Canvas,Medium,9,Yes,Yes,Tote,Blue,18.14229447,59.92316518
Under Armour,Canvas,Large,10,Yes,No,Messenger,Black,28.35350918,94.47108548
Under Armour,Leather,Small,2,Yes,Yes,Messenger,Black,28.03306612,136.3800049
Under Armour,Canvas,Small,6,Yes,Yes,Backpack,Gray,5,77.76359681
Under Armour,Nylon,Large,4,No,Yes,Messenger,Pink,18.17031435,137.4725304
Under Armour,Nylon,Small,3,Yes,Yes,Backpack,Blue,27.40942702,121.6228841
Under Armour,Nylon,Medium,2,Yes,Yes,Tote,Gray,28.35546088,148.2798098
Under Armour,Canvas,Medium,9,Yes,No,Tote,Gray,26.91011115,134.0887582
Under Armour,Nylon,Small,4,No,Yes,Messenger,Pink,20.58486571,119.8977067
Under Armour,Nylon,Small,9,Yes,Yes,Messenger,Gray,24.31738031,142.7375687
Under Armour,Nylon,Small,5,Yes,No,Backpack,Pink,21.83225333,73.81464363
Under Armour,Nylon,Small,7,Yes,Yes,Messenger,Red,17.0523388,73.68233056
Under Armour,Nylon,Large,8,No,No,Messenger,Blue,7.968366733,144.531834
Under Armour,Leather,Small,5,No,Yes,Messenger,Pink,12.5096133,120.9189952
Under Armour,Nylon,Large,10,No,No,Messenger,Green,17.62529033,97.3061565
Under Armour,Nylon,Medium,8,Yes,Yes,Backpack,Blue,6.254589379,105.6833381
Under Armour,Canvas,Large,9,Yes,No,Tote,Red,5.431201479,114.0605196
Under Armour,Leather,Medium,4,No,No,Messenger,Green,20.19368751,64.27117926
Under Armour,Nylon,Medium,4,Yes,Yes,Backpack,Pink,21.82540526,73.25539303
Under Armour,Polyester,Large,9,No,Yes,Tote,Pink,29.29600818,82.70717672
Under Armour,Nylon,Medium,2,No,No,Messenger,Green,9.467670518,87.61370027
Under Armour,Leather,Small,7,Yes,Yes,Messenger,Pink,7.619923964,117.8905406
Under Armour,Leather,Medium,1,No,No,Backpack,Red,19.60922458,122.2824451
Under Armour,Nylon,Small,9,Yes,Yes,Tote,Blue,6.05520991,123.0778784
Under Armour,Nylon,Large,4,Yes,Yes,Tote,Blue,19.2824652,125.0693936
Under Armour,Polyester,Large,10,No,No,Tote,Gray,23.31750939,145.701362
Under Armour,Canvas,Small,9,No,Yes,Tote,Blue,13.59716396,132.7731546
Under Armour,Leather,Small,8,Yes,No,Tote,Pink,6.81127237,49.48142806
Under Armour,Canvas,Small,6,No,No,Backpack,Pink,5,46.01982476
Under Armour,Nylon,Small,3,Yes,Yes,Messenger,Green,29.55125824,136.6880293
Under Armour,Canvas,Medium,7,No,Yes,Messenger,Blue,27.61546138,133.9966155
Under Armour,Nylon,Medium,10,No,Yes,Backpack,Gray,25.67966452,59.28979201
Under Armour,Nylon,Small,1,Yes,Yes,Backpack,Red,24.58916766,15.34386556
Under Armour,Nylon,Medium,9,Yes,No,Backpack,Red,23.4986708,30.76000346
Under Armour,Polyester,Medium,8,Yes,No,Backpack,Black,24.87804917,32.4472468
Under Armour,Polyester,Large,6,No,Yes,Messenger,Black,26.25742755,34.13449014
Under Armour,Canvas,Large,10,Yes,No,Messenger,Gray,7.846142865,56.31253148
Under Armour,Canvas,Medium,9,No,No,Backpack,Gray,12.58125936,23.66050957
Under Armour,Nylon,Large,7,No,Yes,Messenger,Gray,16.06685394,50.78954246
Under Armour,Polyester,Medium,6,Yes,Yes,Messenger,Red,24.85796014,45.48426045
Under Armour,Leather,Medium,6,Yes,Yes,Messenger,Black,17.45972626,82.81828647
Under Armour,Polyester,Medium,8,No,Yes,Tote,Black,6.561679993,116.2637482
Under Armour,Canvas,Large,8,Yes,No,Tote,Gray,14.71614199,130.2413086
Under Armour,Leather,Large,3,No,Yes,Tote,Pink,19.73547994,97.85463451
Under Armour,Polyester,Medium,9,No,Yes,Tote,Black,20.33602381,124.0540277
Under Armour,Leather,Large,10,Yes,Yes,Tote,Blue,23.23915243,100.7222625
Under Armour,Canvas,Medium,10,Yes,No,Messenger,Pink,26.14228104,71.85135044
Under Armour,Canvas,Small,2,No,No,Messenger,Black,21.36554009,27.37286743
Under Armour,Canvas,Small,3,No,No,Tote,Black,15.59363438,113.6285768
Under Armour,Canvas,Small,8,No,No,Messenger,Black,19.61857613,86.61211187
Under Armour,Nylon,Medium,8,No,Yes,Tote,Red,27.96848021,42.54181377
Under Armour,Polyester,Medium,10,No,No,Tote,Gray,13.34986944,128.4256101
Under Armour,Canvas,Small,4,Yes,Yes,Tote,Green,23.12875019,70.22815845
Under Armour,Canvas,Large,1,Yes,No,Backpack,Green,9.146390214,150
Under Armour,Nylon,Small,1,Yes,No,Messenger,Gray,26.01496048,91.17720326
Under Armour,Polyester,Small,5,No,No,Messenger,Pink,11.052688,45.78110209
Under Armour,Nylon,Large,4,No,No,Tote,Blue,15.69506919,22.36943125
Under Armour,Nylon,Small,6,Yes,Yes,Backpack,Red,22.13491787,20.39227599
Under Armour,Leather,Small,5,No,No,Tote,Pink,21.62757469,133.6222685
Under Armour,Leather,Medium,10,No,Yes,Messenger,Red,21.1202315,150
Under Armour,Canvas,Large,9,Yes,Yes,Backpack,Green,20.34440581,136.4318824
Under Armour,Canvas,Small,8,Yes,No,Messenger,Blue,8.649878314,65.85677063
Under Armour,Polyester,Medium,5,No,Yes,Tote,Blue,30,76.41569807
Under Armour,Canvas,Medium,2,Yes,Yes,Messenger,Green,15.9715136,48.50060711
Under Armour,Polyester,Small,7,Yes,No,Tote,Green,8.029041572,61.99703577
Under Armour,Canvas,Small,5,Yes,Yes,Messenger,Blue,9.439657574,75.49346443
Under Armour,Leather,Small,10,No,No,Messenger,Pink,24.1459168,97.61814987
Under Armour,Nylon,Large,7,Yes,Yes,Tote,Red,10.08437159,34.9545899
Under Armour,Canvas,Small,7,No,No,Tote,Green,28.28701114,35.70742085
Under Armour,Canvas,Large,8,No,No,Tote,Gray,15.76953258,105.1780778
Under Armour,Canvas,Medium,4,Yes,Yes,Backpack,Gray,21.27765975,121.6498771
Under Armour,Canvas,Medium,6,No,Yes,Backpack,Black,27.11187591,97.13533159
Under Armour,Polyester,Medium,8,No,Yes,Backpack,Black,21.36314493,54.8344059
Under Armour,Canvas,Medium,10,No,No,Backpack,Blue,11.15788053,18.26954877
Under Armour,Polyester,Large,2,No,No,Messenger,Pink,30,91.55404164
Under Armour,Leather,Small,1,Yes,No,Messenger,Black,25.76829195,84.12943707
Under Armour,Leather,Medium,5,Yes,No,Backpack,Green,28.82993153,41.8049765
Under Armour,Nylon,Small,4,Yes,No,Backpack,Blue,9.302964984,99.40097862
Under Armour,Leather,Large,2,No,Yes,Tote,Blue,30,62.0343334
Under Armour,Polyester,Small,3,Yes,No,Messenger,Black,15.42403231,108.1064878
Under Armour,Polyester,Small,3,Yes,Yes,Messenger,Blue,25.64536774,75.82380362
Under Armour,Nylon,Small,2,Yes,No,Messenger,Green,24.67452451,42.60658721
Under Armour,Canvas,Large,7,No,Yes,Tote,Green,13.6979543,136.8598349
Under Armour,Nylon,Medium,8,No,No,Messenger,Pink,21.18683592,47.64176226
Under Armour,Leather,Small,10,Yes,Yes,Tote,Pink,10.64908429,140.0978436
Under Armour,Nylon,Small,7,No,No,Tote,Blue,12.64813769,72.88392119
Under Armour,Leather,Medium,10,No,Yes,Messenger,Gray,8.010616563,122.2826342
Under Armour,Canvas,Large,8,Yes,Yes,Backpack,Pink,30,43.23097336
Under Armour,Nylon,Small,2,No,No,Tote,Gray,26.47574812,80.55373102
Under Armour,Leather,Small,7,Yes,No,Backpack,Red,22.95149624,93.59147137
Under Armour,Polyester,Large,5,Yes,Yes,Backpack,Red,5.796840291,106.6292117
Under Armour,Polyester,Medium,9,Yes,Yes,Backpack,Gray,13.30936759,35.89881689
Under Armour,Leather,Large,3,Yes,Yes,Messenger,Red,6.681384773,73.32994727
Under Armour,Leather,Medium,9,Yes,No,Messenger,Gray,28.08185398,110.7610776
Under Armour,Canvas,Medium,5,No,No,Messenger,Green,26.87624439,110.2139341
Under Armour,Leather,Small,4,No,Yes,Messenger,Red,25.6706348,65.92700863
Under Armour,Leather,Medium,4,No,Yes,Tote,Black,24.46502521,130.4076705
Under Armour,Canvas,Large,5,Yes,Yes,Messenger,Red,8.845266325,30.16760007
Under Armour,Leather,Medium,6,Yes,Yes,Messenger,Pink,6.135832603,29.03452859
Under Armour,Polyester,Small,3,Yes,Yes,Backpack,Green,24.04103033,27.90145711
Under Armour,Nylon,Small,8,Yes,No,Backpack,Blue,8.950394836,94.17627869
Under Armour,Canvas,Large,3,Yes,Yes,Messenger,Gray,8.092878954,102.5695602
Under Armour,Canvas,Large,7,No,No,Messenger,Pink,29.16504016,110.9628416
Under Armour,Canvas,Medium,8,No,Yes,Tote,Black,15.36765651,85.32659124
Under Armour,Nylon,Large,3,Yes,Yes,Messenger,Green,16.90218518,60.83656748
Under Armour,Polyester,Large,5,Yes,No,Backpack,Pink,18.43671384,21.15864734
Under Armour,Polyester,Medium,3,Yes,Yes,Messenger,Pink,28.50105671,50.8665906
Under Armour,Canvas,Medium,2,Yes,Yes,Backpack,Pink,23.10051679,43.41005928
Under Armour,Canvas,Medium,5,No,Yes,Backpack,Green,10.94907572,104.3321158
Under Armour,Canvas,Large,3,No,No,Backpack,Gray,10.83137436,53.71549851
Under Armour,Leather,Large,2,Yes,No,Backpack,Black,10.71367301,76.06614544
Under Armour,Polyester,Medium,2,Yes,Yes,Tote,Black,25.55580662,49.54479307
Under Armour,Leather,Medium,5,Yes,Yes,Messenger,Red,6.05990646,90.0583273
Under Armour,Canvas,Medium,5,No,Yes,Tote,Blue,8.327280141,130.5718615
Under Armour,Leather,Large,4,Yes,Yes,Messenger,Red,27.16426049,97.44621976
Under Armour,Canvas,Large,9,No,Yes,Tote,Red,18.68116147,77.90366231
Under Armour,Polyester,Large,1,Yes,No,Messenger,Blue,15.5428689,113.0545624
Under Armour,Nylon,Medium,7,No,No,Backpack,Green,5,27.94547958
Under Armour,Leather,Small,5,No,No,Backpack,Green,24.7052911,78.74812878
Under Armour,Leather,Small,5,Yes,No,Messenger,Gray,11.88987933,111.8403181
Under Armour,Leather,Small,1,Yes,No,Tote,Pink,5,110.6332506
Under Armour,Leather,Small,3,No,No,Messenger,Red,18.99454416,117.1927606
Under Armour,Canvas,Medium,9,Yes,No,Messenger,Pink,18.11460146,113.9275704
Under Armour,Leather,Large,9,Yes,No,Backpack,Black,26.52333884,147.6608569
Under Armour,Polyester,Medium,1,No,Yes,Messenger,Blue,15.72307678,53.90352738
Under Armour,Polyester,Medium,3,No,No,Messenger,Black,23.18889379,45.99763798
Under Armour,Polyester,Large,8,No,Yes,Backpack,Black,26.00921697,57.75846887
Under Armour,Leather,Large,7,No,No,Backpack,Black,28.82954016,49.96778543
Under Armour,Nylon,Medium,2,No,No,Messenger,Black,20.20630588,16.32088956
Under Armour,Polyester,Small,6,Yes,No,Messenger,Gray,22.22972931,88.91630699
Under Armour,Leather,Large,8,No,Yes,Backpack,Gray,6.069647137,123.0327695
Under Armour,Polyester,Small,3,Yes,Yes,Backpack,Gray,16.4740468,16.43839521
Under Armour,Nylon,Small,1,Yes,No,Backpack,Blue,19.92177086,65.75283491
Under Armour,Nylon,Medium,3,Yes,Yes,Backpack,Black,13.69080332,80.66459998
Under Armour,Canvas,Medium,4,Yes,No,Messenger,Gray,7.45983577,31.06904472
Under Armour,Polyester,Small,8,Yes,No,Messenger,Black,18.27363234,85.30836301
Under Armour,Nylon,Medium,8,No,Yes,Messenger,Red,14.29291442,110.3958744
Under Armour,Polyester,Small,3,No,Yes,Backpack,Blue,30,135.4833858
Under Armour,Leather,Small,3,No,Yes,Tote,Red,22.56446899,31.65947846
Under Armour,Nylon,Large,5,No,No,Backpack,Red,29.00127713,67.50611226
Under Armour,Nylon,Medium,3,No,Yes,Tote,Black,19.07709608,87.38832062
Under Armour,Nylon,Large,1,Yes,Yes,Backpack,Pink,10.76074745,72.42531186
Under Armour,Polyester,Small,2,No,Yes,Tote,Gray,25.42679591,86.99668455
Under Armour,Polyester,Large,5,No,Yes,Messenger,Black,27.27484106,84.48239737
Under Armour,Polyester,Medium,4,Yes,No,Messenger,Blue,18.93284222,60.59176339
Under Armour,Canvas,Small,5,Yes,Yes,Messenger,Green,29.29557339,85.09197606
Under Armour,Nylon,Medium,8,No,Yes,Tote,Gray,13.85526381,144.2109539
Under Armour,Leather,Medium,8,Yes,Yes,Messenger,Gray,20.13750666,34.36567599
Under Armour,Leather,Large,2,Yes,No,Backpack,Green,5,119.0967916
Under Armour,Leather,Small,5,Yes,No,Tote,Red,21.05493045,42.16381319
Under Armour,Canvas,Large,5,No,No,Messenger,Black,25.44344031,30.14832836
Under Armour,Canvas,Medium,5,Yes,Yes,Messenger,Red,28.53735812,115.7864509
Under Armour,Canvas,Medium,4,Yes,No,Backpack,Pink,11.23798015,64.54259912
Under Armour,Nylon,Small,4,Yes,No,Backpack,Blue,29.49192569,62.12785416
Under Armour,Polyester,Medium,3,Yes,No,Messenger,Blue,26.55814753,78.70787852
Under Armour,Nylon,Medium,9,Yes,Yes,Backpack,Red,25.70317459,53.76990336
Under Armour,Polyester,Small,6,Yes,No,Tote,Blue,24.84820165,68.59483043
Under Armour,Nylon,Small,10,No,Yes,Tote,Red,23.99322871,76.65802717
Under Armour,Leather,Small,8,No,Yes,Tote,Green,18.27637318,96.46559067
Under Armour,Nylon,Large,9,Yes,Yes,Tote,Gray,20.52984922,75.48807607
Under Armour,Leather,Small,1,No,Yes,Backpack,Pink,19.01355546,15
Under Armour,Polyester,Large,1,Yes,No,Messenger,Blue,14.05610305,134.0081469
Under Armour,Polyester,Large,7,No,No,Messenger,Black,9.098650647,44.23701033
Under Armour,Canvas,Large,3,No,Yes,Backpack,Green,12.76381606,57.08832112
Under Armour,Canvas,Small,2,Yes,No,Messenger,Gray,27.56953717,31.2952484
Under Armour,Nylon,Small,2,Yes,Yes,Tote,Blue,9.536970193,16.99585189
Under Armour,Nylon,Small,2,Yes,Yes,Tote,Gray,19.02730848,115.5114841
Under Armour,Polyester,Medium,4,No,No,Messenger,Green,28.51764678,66.45839486
Under Armour,Nylon,Small,5,No,No,Messenger,Gray,15.04591401,122.8658667
Under Armour,Canvas,Medium,1,Yes,No,Tote,Black,21.60812284,130.3708291
Under Armour,Canvas,Small,3,Yes,No,Tote,Pink,10.64838094,118.8280701
Under Armour,Canvas,Small,8,No,Yes,Backpack,Green,10.27833538,16.37962929
Under Armour,Canvas,Medium,6,Yes,Yes,Tote,Gray,20.83836396,115.3791823
Under Armour,Polyester,Medium,8,No,Yes,Messenger,Pink,5.113300655,111.2172807
Under Armour,Polyester,Large,9,No,Yes,Tote,Black,14.98297719,130.6308226
Under Armour,Leather,Small,9,No,No,Messenger,Green,9.985359725,43.45967841
Under Armour,Canvas,Large,7,Yes,No,Messenger,Gray,24.32721505,126.0256839
Under Armour,Polyester,Small,10,No,No,Messenger,Pink,20.8326859,134.0171226
Under Armour,Polyester,Large,3,No,No,Backpack,Black,29.64175193,142.0085613
Under Armour,Leather,Large,1,Yes,No,Backpack,Blue,25.73449754,150
Under Armour,Leather,Large,2,Yes,No,Backpack,Green,25.26714609,59.33736336
Under Armour,Leather,Small,1,No,No,Messenger,Black,20.5324863,25.47512384
Under Armour,Canvas,Large,3,No,No,Messenger,Black,28.8292025,47.81074356
Under Armour,Leather,Medium,4,Yes,No,Tote,Gray,10.82220633,52.57272175
Under Armour,Canvas,Large,7,No,No,Backpack,Black,14.24624977,109.5782539
Under Armour,Nylon,Large,10,No,Yes,Backpack,Green,27.7585397,59.3434609
Under Armour,Nylon,Large,5,Yes,No,Tote,Pink,20.99615573,150
Under Armour,Nylon,Small,9,No,Yes,Backpack,Gray,16.86740661,132.5627097
Under Armour,Nylon,Large,7,No,No,Tote,Green,24.64144553,54.58141525
Under Armour,Leather,Medium,6,Yes,No,Backpack,Green,11.36542685,141.6577741
Under Armour,Polyester,Medium,2,No,Yes,Tote,Blue,14.29549731,65.7294898
Under Armour,Nylon,Large,7,No,Yes,Tote,Gray,7.455543651,103.8846487
Under Armour,Polyester,Large,4,Yes,No,Messenger,Green,14.92673568,64.91890871
Under Armour,Nylon,Medium,6,Yes,No,Tote,Red,12.18583051,69.10968322
Under Armour,Nylon,Large,3,Yes,Yes,Messenger,Green,5,114.2205485
Under Armour,Nylon,Medium,9,No,Yes,Tote,Green,14.73546213,115.69978
Under Armour,Polyester,Small,1,No,No,Tote,Pink,15.62167313,77.92248998
Under Armour,Polyester,Large,8,No,Yes,Messenger,Green,16.50788413,48.43240454
Under Armour,Leather,Large,4,No,No,Backpack,Black,18.70984637,16.02908576
Under Armour,Polyester,Medium,10,Yes,No,Tote,Pink,29.22306042,19.54200441
Under Armour,Polyester,Small,5,No,No,Backpack,Gray,25.67665416,71.99385074
Under Armour,Leather,Medium,5,Yes,No,Backpack,Green,28.12226442,66.29467999
Under Armour,Leather,Small,4,Yes,Yes,Messenger,Green,25.58322555,83.35128372
Under Armour,Leather,Large,4,Yes,No,Backpack,Green,21.27918913,100.4078874
Under Armour,Canvas,Medium,8,No,Yes,Messenger,Blue,28.85145526,41.94965695
Under Armour,Leather,Large,3,Yes,Yes,Tote,Pink,30,150
Under Armour,Canvas,Medium,10,Yes,No,Backpack,Red,19.17653856,31.43013652
Under Armour,Canvas,Small,2,No,No,Messenger,Gray,7.517818147,46.853119
Under Armour,Nylon,Large,9,No,No,Tote,Green,12.24476753,121.2303138
Under Armour,Leather,Small,6,No,Yes,Messenger,Green,7.744969955,116.76623
Under Armour,Leather,Large,1,No,Yes,Backpack,Green,11.99048918,28.52916113
Under Armour,Leather,Medium,1,No,Yes,Messenger,Pink,28.84478912,23.29582519
Under Armour,Nylon,Small,3,Yes,Yes,Messenger,Pink,17.79020656,28.3981552
Under Armour,Leather,Small,9,No,No,Messenger,Gray,24.15223998,76.80611749
Under Armour,Leather,Medium,2,No,No,Messenger,Gray,17.49294592,147.9765595
Under Armour,Leather,Medium,9,No,No,Tote,Black,22.83864198,150
Under Armour,Nylon,Large,10,No,Yes,Messenger,Gray,6.842899737,29.16091219
Under Armour,Polyester,Medium,2,Yes,Yes,Tote,Blue,11.26536636,121.6711964
Under Armour,Nylon,Large,7,No,Yes,Tote,Gray,10.11834373,63.18694221
Under Armour,Leather,Medium,4,No,No,Backpack,Black,12.43222932,41.23691468
Under Armour,Nylon,Medium,10,No,Yes,Tote,Pink,12.08468069,107.4267804
Under Armour,Nylon,Large,6,Yes,Yes,Tote,Red,26.37558338,55.20767373
Under Armour,Canvas,Medium,8,No,No,Backpack,Black,25.60041878,148.0106477
Under Armour,Canvas,Large,3,Yes,No,Tote,Green,5.042547666,79.5438813
Under Armour,Canvas,Small,3,No,No,Backpack,Red,22.7122681,114.785308
